"","gender","university","living_zone","grade","tech_experience","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams.","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers..1","df.ai_training","df.knowledge_merged"
"668","Female","Governnmental","Urban","6","1","0","0","0","0","0","0","9","9","9","9","1","9","9","0","0","9","9","0","1","9","1","1","0","9","9","9","0","0","0","1","9","1","9","D/SD","No","low"
"669","Female","Governnmental","Urban","3","3","9","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","N","No","high/moderate"
"670","Female","Governnmental","Urban","4","2","0","9","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","1","1","0","1","1","0","9","9","1","1","1","1","1","1","0","9","D/SD","No","low"
"671","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","9","9","1","1","1","1","0","1","1","1","9","1","1","1","9","9","1","1","9","9","1","1","1","9","0","N","No","low"
"672","Female","Governnmental","Urban","6","1","0","0","0","9","1","1","1","1","1","1","1","1","1","0","0","9","1","1","1","1","1","1","1","9","1","1","1","1","1","0","1","1","1","D/SD","No","high/moderate"
"673","Female","Governnmental","Urban","6","3","9","1","0","0","0","0","9","0","1","9","1","0","0","0","0","0","0","9","1","9","9","0","9","9","1","1","0","0","0","9","1","0","9","N","No","low"
"674","Female","Governnmental","Urban","6","1","0","0","0","0","1","0","9","9","9","9","1","1","0","0","0","1","1","1","1","9","9","9","0","9","9","9","9","0","0","1","1","1","1","D/SD","No","low"
"675","Female","Governnmental","Rural","6","4","1","9","9","9","0","0","1","0","1","0","1","1","0","0","0","0","1","1","1","0","1","1","9","9","1","1","1","1","1","0","1","9","0","A/SA","No","low"
"676","Female","Governnmental","Urban","4","3","9","0","0","0","1","0","9","9","9","9","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","1","1","1","1","1","1","1","1","N","No","low"
"677","Female","Governnmental","Rural","6","3","9","0","0","0","1","0","1","0","1","9","1","0","0","0","0","9","1","9","1","0","1","1","9","9","1","1","1","9","9","0","1","0","1","N","No","low"
"678","Female","Governnmental","Rural","6","3","9","0","0","0","0","0","9","9","9","0","1","1","0","0","0","9","9","1","1","0","1","1","0","9","1","1","1","1","1","1","1","0","1","N","No","low"
"679","Female","Governnmental","Rural","1","5","1","1","1","1","1","0","9","0","1","1","1","1","1","1","0","0","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","0","1","A/SA","No","high/moderate"
"680","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","1","1","0","9","1","9","0","1","9","0","1","0","9","9","9","9","9","1","1","1","1","1","1","1","0","1","N","No","low"
"681","Female","Governnmental","Rural","6","3","9","1","1","9","1","0","1","9","1","1","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","9","9","0","1","1","1","1","N","No","high/moderate"
"682","Female","Governnmental","Rural","6","2","0","0","0","9","1","1","9","1","1","1","9","1","0","0","0","1","0","9","1","9","1","9","0","9","9","9","0","0","0","0","9","9","1","D/SD","No","low"
"683","Male","Governnmental","Urban","6","4","1","9","9","9","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","0","1","1","9","9","1","1","9","9","9","1","1","1","1","A/SA","No","low"
"684","Female","Governnmental","Rural","4","1","0","0","0","0","0","0","9","9","9","9","9","1","0","0","0","1","0","9","1","0","9","9","1","9","1","1","1","1","1","1","9","1","1","D/SD","No","low"
"685","Male","Governnmental","Urban","2","5","1","1","1","1","1","0","1","1","1","1","1","1","1","0","0","9","1","1","1","1","9","1","9","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","high/moderate"
"686","Male","Governnmental","Rural","3","2","0","0","0","0","0","0","1","9","1","0","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","1","1","1","1","0","1","0","D/SD","No","low"
"687","Male","Governnmental","Rural","6","2","0","0","9","9","1","0","9","9","1","0","1","1","0","0","0","0","9","1","1","9","1","1","0","9","1","1","9","9","0","1","0","0","9","D/SD","No","low"
"688","Female","Governnmental","Urban","6","5","1","1","1","1","0","0","9","0","1","1","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","1","0","0","1","1","1","1","A/SA","Yes","high/moderate"
"689","Female","Governnmental","Urban","6","2","0","0","0","0","0","0","9","9","9","9","1","1","1","0","0","1","1","1","1","1","1","1","1","9","0","0","0","0","0","9","1","1","1","D/SD","Yes","low"
"690","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","9","9","9","9","0","0","0","0","0","1","0","0","1","1","0","0","9","9","0","0","0","0","0","0","0","0","0","N","No","low"
"691","Female","Governnmental","Urban","4","4","1","1","1","9","0","0","9","1","0","0","1","1","9","9","9","1","1","1","0","0","1","1","1","9","1","1","1","1","9","1","0","0","1","A/SA","No","low"
"692","Female","Governnmental","Urban","4","2","0","9","9","1","1","0","9","9","9","9","1","1","0","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"693","Female","Governnmental","Urban","5","1","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","0","1","1","1","9","0","1","9","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"694","Male","Governnmental","Rural","5","3","9","9","0","0","0","1","9","9","1","9","1","1","9","0","0","1","1","1","1","1","0","1","0","9","1","1","1","0","1","0","1","1","1","N","No","low"
"695","Female","Governnmental","Rural","6","4","1","0","0","1","1","1","1","1","9","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","1","1","1","9","1","9","9","9","A/SA","No","low"
"696","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","9","9","1","1","1","1","0","1","1","1","1","1","1","1","1","9","1","1","9","0","0","1","1","1","1","N","No","low"
"697","Female","Governnmental","Rural","Intern (Emtyaz)","2","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","0","9","9","1","9","9","9","9","9","9","9","9","0","0","1","1","0","1","D/SD","No","low"
"698","Female","Governnmental","Rural","6","4","1","0","0","9","0","0","9","9","9","9","1","1","1","9","0","0","1","1","1","9","1","1","9","9","9","0","0","9","0","1","1","1","1","A/SA","No","low"
"699","Female","Governnmental","Urban","Intern (Emtyaz)","1","0","0","0","0","0","0","9","9","9","9","1","1","0","9","0","1","1","1","1","9","1","1","0","9","1","1","1","9","9","1","1","1","1","D/SD","No","low"
"700","Female","Governnmental","Urban","6","3","9","9","0","0","1","0","9","9","1","9","1","1","9","9","0","9","1","1","1","9","1","1","1","9","9","1","0","0","0","1","1","1","9","N","No","low"
"701","Male","Governnmental","Urban","4","4","1","9","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","9","9","9","9","1","1","1","1","A/SA","No","high/moderate"
"702","Male","Governnmental","Urban","6","2","0","9","9","9","1","0","1","0","1","1","1","0","1","9","9","1","0","9","1","1","1","1","1","9","0","9","9","1","9","0","1","1","1","D/SD","No","high/moderate"
"703","Female","Governnmental","Rural","6","2","0","0","0","0","0","0","9","9","9","9","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"704","Female","Governnmental","Rural","4","2","0","0","0","9","0","0","1","9","9","1","1","1","9","0","0","9","9","9","1","9","9","9","1","9","9","1","1","9","9","1","9","1","9","D/SD","No","low"
"705","Female","Governnmental","Rural","6","4","1","0","0","0","0","0","9","9","9","9","1","1","9","9","9","1","1","1","1","9","1","1","0","9","1","1","1","1","1","9","9","1","1","A/SA","No","low"
"706","Female","Private","Urban","2","3","9","9","9","9","0","0","9","0","1","9","9","1","0","0","0","9","9","9","0","0","0","1","9","9","1","1","1","1","1","9","9","9","9","N","No","low"
"707","Female","Governnmental","Urban","2","3","9","9","9","9","0","0","9","9","9","9","1","1","0","0","0","9","9","1","0","0","1","1","0","9","1","1","1","1","1","1","1","1","1","N","No","low"
"708","Female","Governnmental","Urban","6","4","1","9","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","9","1","1","1","0","9","0","0","0","0","0","9","9","9","9","A/SA","No","low"
"709","Female","Governnmental","Rural","Intern (Emtyaz)","1","0","9","0","9","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","1","9","1","0","0","1","1","1","1","D/SD","Yes","low"
"710","Female","Governnmental","Urban","Intern (Emtyaz)","3","9","9","0","9","1","0","9","9","1","0","1","1","0","0","0","1","1","9","1","1","1","1","1","9","9","9","1","0","0","1","1","1","1","N","No","low"
"711","Male","Governnmental","Rural","1","2","0","0","0","0","1","0","9","9","9","9","1","1","0","0","0","1","9","9","1","1","1","1","0","9","1","1","0","0","9","1","9","9","1","D/SD","No","low"
"712","Female","Governnmental","Urban","5","1","0","0","0","0","1","0","9","0","1","9","9","1","0","0","0","9","9","1","1","0","1","1","9","9","1","1","0","0","9","9","0","9","1","D/SD","No","low"
"713","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","9","9","0","0","0","0","0","0","0","0","1","0","9","9","9","9","1","1","1","1","1","1","1","9","9","N","No","low"
"714","Female","Governnmental","Rural","6","3","9","0","0","0","0","0","9","9","9","9","9","9","9","0","0","1","0","0","1","9","9","9","9","9","9","9","9","9","9","9","9","9","9","N","No","low"
"715","Female","Governnmental","Rural","6","1","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","1","9","1","1","1","1","1","9","9","9","9","1","9","0","1","1","1","9","D/SD","No","low"
"716","Female","Governnmental","Rural","6","3","9","9","9","9","0","0","1","0","1","1","1","1","9","0","0","1","1","1","1","9","9","9","0","9","1","1","9","0","0","1","1","1","1","N","No","low"
"717","Female","Governnmental","Urban","6","4","1","1","9","1","1","0","9","9","9","9","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","9","0","9","0","1","0","0","A/SA","No","low"
"718","Female","Governnmental","Urban","6","2","0","0","0","0","0","0","9","1","1","1","1","1","9","0","0","0","1","1","1","9","1","1","9","9","9","9","0","0","9","9","1","1","1","D/SD","No","low"
"719","Female","Governnmental","Rural","6","3","9","9","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","0","1","1","1","0","9","9","1","0","0","0","1","9","1","1","N","No","low"
"720","Female","Governnmental","Urban","6","4","1","9","9","1","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","1","1","1","1","1","1","0","A/SA","No","low"
"721","Female","Governnmental","Urban","6","1","0","0","0","0","0","0","9","9","1","9","9","9","0","0","0","9","9","9","9","1","1","1","9","9","0","9","0","9","0","9","1","1","1","D/SD","No","low"
"722","Female","International","Urban","6","1","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","0","1","1","1","0","1","1","9","9","9","9","0","0","0","1","1","1","1","D/SD","No","low"
"723","Female","Governnmental","Urban","5","5","1","0","1","0","1","1","1","0","1","1","1","1","1","9","9","1","1","1","9","1","1","1","1","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","high/moderate"
"724","Female","Governnmental","Rural","6","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","9","1","1","9","9","1","1","9","9","9","9","1","1","1","N","No","low"
"725","Female","Governnmental","Rural","5","2","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","0","1","1","0","0","1","0","9","1","1","0","0","0","0","0","0","0","D/SD","No","low"
"726","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","1","1","1","1","0","0","0","1","1","1","1","9","1","1","0","9","1","1","1","1","9","9","1","0","0","N","No","low"
"727","Female","Governnmental","Urban","2","3","9","9","1","1","1","0","1","0","1","0","9","1","0","0","0","0","1","1","1","0","9","1","0","9","1","1","1","1","9","1","1","1","9","N","No","high/moderate"
"728","Female","Governnmental","Urban","2","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","9","0","0","9","9","9","9","0","0","0","0","0","9","9","9","9","N","No","low"
"729","Female","Governnmental","Rural","6","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","1","9","1","1","0","9","1","1","1","1","1","1","9","9","9","N","Yes","low"
"730","Female","Governnmental","Urban","1","3","9","0","0","0","0","0","1","1","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","9","0","0","1","0","0","0","0","1","1","N","No","low"
"731","Female","Governnmental","Urban","2","3","9","0","0","0","0","0","9","1","1","0","1","1","9","0","0","9","1","1","1","1","1","1","0","9","1","1","1","1","1","9","1","9","1","N","No","low"
"732","Female","Governnmental","Urban","6","4","1","1","1","1","0","1","9","9","9","9","1","1","0","0","0","1","0","9","1","0","1","1","0","9","9","9","1","1","1","9","1","1","1","A/SA","No","low"
"733","Female","Governnmental","Rural","2","2","0","9","9","9","1","0","9","1","1","0","0","1","0","0","0","0","1","1","1","9","1","1","9","9","0","9","9","9","9","9","1","1","9","D/SD","No","low"
"734","Female","Governnmental","Urban","6","4","1","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","0","0","1","0","1","0","0","9","1","1","1","0","0","0","1","0","1","A/SA","No","low"
"735","Male","Governnmental","Urban","2","3","9","0","0","0","0","1","9","9","9","9","1","1","0","0","0","1","9","1","1","0","1","1","0","9","9","9","1","1","1","9","1","1","1","N","No","low"
"736","Male","Governnmental","Urban","4","3","9","1","1","1","0","1","9","0","0","0","9","9","9","9","9","9","1","1","1","1","9","1","9","9","1","9","1","9","1","1","9","1","1","N","Yes","low"
"737","Male","Governnmental","Rural","5","2","0","0","0","0","0","0","9","9","9","9","1","1","9","9","9","0","1","1","1","9","1","1","9","9","1","1","1","1","1","1","0","0","0","D/SD","No","low"
"738","Male","Governnmental","Urban","5","4","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","1","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","No","high/moderate"
"739","Male","Governnmental","Urban","6","3","9","0","0","0","1","0","1","9","1","1","1","1","0","0","0","1","1","1","1","9","1","1","0","9","1","1","0","9","9","1","1","9","9","N","No","low"
"740","Male","Governnmental","Rural","5","2","0","0","0","0","0","0","1","9","1","1","1","1","0","0","0","9","1","1","9","9","1","1","0","9","1","1","0","9","0","0","1","9","1","D/SD","No","low"
"741","Female","Governnmental","Rural","6","2","0","9","1","0","0","0","9","9","1","9","9","9","0","0","0","1","1","1","1","1","1","1","9","9","1","1","9","0","0","9","1","0","1","D/SD","No","low"
"742","Female","Governnmental","Rural","4","3","9","0","0","1","1","1","9","9","9","9","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","9","0","9","9","0","9","9","9","N","No","low"
"743","Female","Governnmental","Urban","5","3","9","0","0","0","0","0","9","9","9","9","1","1","1","1","9","1","0","9","9","9","0","1","9","9","9","9","0","0","0","1","1","9","1","N","No","low"
"744","Female","Governnmental","Urban","5","4","1","1","9","0","0","0","1","0","1","9","9","9","0","0","0","1","9","1","1","9","9","1","0","9","1","1","1","1","9","1","1","1","1","A/SA","No","low"
"745","Female","Governnmental","Rural","4","2","0","9","0","0","0","0","1","0","1","9","1","0","0","0","0","1","9","9","1","1","0","1","0","9","1","1","1","1","1","1","0","0","0","D/SD","No","low"
"746","Female","Governnmental","Rural","6","2","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","1","1","9","1","1","1","0","9","1","1","0","0","0","1","1","1","1","D/SD","No","low"
"747","Male","Governnmental","Urban","1","2","0","9","0","9","0","1","1","0","1","0","1","1","9","0","0","0","1","1","9","9","1","1","0","9","1","1","1","1","1","1","1","9","0","D/SD","Yes","low"
"748","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","1","9","1","1","9","9","0","9","1","1","1","9","1","1","0","9","1","1","0","0","1","1","1","1","1","N","No","low"
"749","Female","Private","Rural","4","2","0","9","0","0","0","0","1","1","1","0","1","1","1","0","0","9","1","1","1","0","1","1","0","9","1","1","1","1","1","9","1","1","1","D/SD","No","low"
"750","Male","Governnmental","Urban","6","2","0","0","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","0","0","0","9","0","0","1","D/SD","No","low"
"751","Female","Governnmental","Urban","6","3","9","0","0","0","0","0","1","9","1","0","1","1","0","0","0","9","1","1","1","9","1","1","0","9","1","1","0","0","0","1","9","0","1","N","No","low"
"752","Male","Governnmental","Urban","5","3","9","0","0","0","0","0","9","9","1","1","1","1","0","0","0","0","9","1","1","0","1","1","0","9","1","1","0","0","0","1","1","1","1","N","No","low"
"753","Female","Governnmental","Urban","3","3","9","0","0","0","0","0","1","1","1","9","1","1","9","9","0","9","9","9","1","9","1","1","9","9","1","1","1","1","1","1","1","1","1","N","No","low"
"754","Female","Governnmental","Urban","5","3","9","0","0","0","0","0","9","9","1","9","1","1","0","0","0","1","0","0","1","9","1","1","0","9","1","1","9","9","9","9","1","1","1","N","No","low"
"755","Female","Governnmental","Urban","4","3","9","0","0","0","0","0","9","9","9","9","1","1","9","0","0","1","1","1","1","1","1","1","1","9","1","1","0","9","9","9","9","1","0","N","No","low"
"756","Female","Governnmental","Urban","3","4","1","0","9","0","0","0","1","0","9","1","9","1","0","0","0","0","0","1","1","1","1","1","1","9","1","1","1","9","1","1","1","1","1","A/SA","No","low"
"757","Female","Private","Urban","6","2","0","0","0","0","0","0","1","9","9","9","1","1","1","0","0","1","1","1","9","1","1","1","9","9","1","1","1","1","0","1","1","0","1","D/SD","No","low"
"758","Male","Governnmental","Urban","4","3","9","0","0","0","0","0","1","0","1","9","9","1","0","0","0","9","9","1","1","9","1","1","9","9","9","9","0","9","0","1","9","0","1","N","No","low"
"759","Male","Governnmental","Rural","4","3","9","1","9","9","1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","1","9","1","0","9","1","1","9","1","1","1","1","1","1","N","No","high/moderate"
"760","Male","Governnmental","Urban","6","3","9","0","9","9","0","0","9","9","1","1","1","1","0","0","0","0","1","1","9","9","1","1","9","9","1","1","0","0","0","0","1","1","1","N","No","low"
"761","Male","Governnmental","Rural","5","2","0","0","0","0","1","0","9","0","1","9","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","9","0","0","0","1","9","9","9","D/SD","No","low"
"762","Male","Governnmental","Urban","6","2","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","9","9","1","1","9","0","1","9","9","1","1","9","9","0","9","9","9","9","D/SD","No","low"
"763","Male","Governnmental","Urban","2","2","0","0","0","0","0","0","9","9","9","9","1","9","0","0","0","0","9","9","1","9","1","1","9","9","1","1","1","1","1","9","1","9","9","D/SD","No","low"
"764","Female","Governnmental","Urban","5","1","0","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1","D/SD","No","low"
"765","Female","Governnmental","Urban","6","1","0","0","0","0","1","0","9","9","1","9","1","1","0","0","0","1","9","9","1","0","0","0","9","9","0","0","0","0","0","9","0","0","1","D/SD","No","low"
"766","Female","Governnmental","Urban","6","2","0","0","0","0","0","0","9","9","9","1","1","1","0","0","0","0","1","1","1","9","1","1","9","9","1","1","0","0","0","1","1","9","1","D/SD","No","low"
"767","Male","Governnmental","Urban","6","3","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","0","0","1","9","0","1","0","9","9","9","0","0","0","1","1","1","1","N","No","low"
"768","Female","Governnmental","Urban","3","1","0","0","0","0","0","0","9","9","9","9","1","1","9","0","9","9","1","1","0","1","1","1","0","9","1","1","9","9","9","1","1","1","1","D/SD","No","low"
"769","Male","Governnmental","Rural","6","3","9","0","0","0","1","0","9","9","9","9","9","1","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","0","1","1","9","9","9","N","No","low"
"770","Female","Governnmental","Urban","6","3","9","1","9","9","0","0","1","1","0","9","1","1","0","0","0","1","1","1","1","9","1","1","1","9","1","1","1","1","1","1","1","9","1","N","No","low"
"771","Male","Governnmental","Urban","6","3","9","0","0","0","0","0","1","9","1","9","1","1","9","9","9","0","1","1","9","9","1","1","9","9","1","1","1","9","9","9","1","1","1","N","No","low"
"772","Female","Governnmental","Rural","2","5","1","9","0","9","0","0","1","0","1","0","1","1","0","0","0","1","1","1","9","1","0","1","0","9","1","1","1","0","1","9","0","1","0","A/SA","No","low"
"773","Female","Governnmental","Urban","5","1","0","0","0","0","0","0","9","9","9","9","1","1","9","0","0","1","1","1","1","1","1","1","0","9","1","1","1","1","1","9","1","1","0","D/SD","No","low"
"774","Female","Governnmental","Urban","5","4","1","0","0","0","1","0","1","9","1","1","1","1","0","0","9","1","1","1","1","1","1","1","0","9","1","1","1","1","1","1","1","1","1","A/SA","Yes","low"
