1 Gender,2 Country of residence,3 University,4 Where do you live? ,5 Grade,"6 I consider myself a tech-savvy (well informed about or proficient in the use of modern technology, especially computers)",7 I have an understanding of the basic computational principles of artificial intelligence (AI),8 I am comfortable with the nomenclature related to artificial intelligence,9 I have an understanding of the limitations of artificial intelligence,10 Deep Learning’ and ‘Artificial Intelligence’ are currently being broadly discussed in the radiological community. [Were you already aware of these topics in radiology?],11 Deep Learning’ and ‘Artificial Intelligence’ are currently being broadly discussed in the radiological community. [Do you personally have a basic understanding of the technologies used in these topics?],12 Your exposure to artificial intelligence includes: (Please select all that apply),"13 The following questions test your understanding of deep learning, a subtype of artificial intelligence.  [Deep learning is a class of machine learning algorithms that use multiple layers of neural networks.]","14 The following questions test your understanding of deep learning, a subtype of artificial intelligence.  [Deep learning methods learn directly from data, without the need for manual feature extraction.]","15 The following questions test your understanding of deep learning, a subtype of artificial intelligence.  [Application of deep learning in radiology requires large databases of labeled medical images.]","16 The following questions test your understanding of deep learning, a subtype of artificial intelligence.  [Deep learning systems are often opaque: it can be difficult to delineate the underlying ""thought process"".]",17 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [Artificial intelligence will revolutionize radiology],18 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [Artificial intelligence will revolutionize medicine in general],19 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [The human radiologist will be replaced in the foreseeable future],20 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [The human (non-interventional) physician will be replaced in the foreseeable future],"21 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [In the foreseeable future, all physicians will be replaced]",22 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [These developments frighten me],23 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [These developments make radiology more exciting to me],24 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [These developments make medicine in general more exciting to me],25 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [Artificial intelligence will never make the human physician expendable],26 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [The impact of artificial intelligence alone will reduce the number of radiologists that are needed.],27 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [Artificial intelligence will improve radiology],28 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [Artificial intelligence will improve medicine in general],"29 Feelings and attitudes towards artificial intelligence and deep learning in medicine and radiology  [I am less likely to consider a career in radiology, given the advancement of AI]",30 Which of these specialties do you think will be impacted the earliest and most?,31 All medical students should receive teaching in artificial intelligence,32 Teaching in artificial intelligence will be beneficial for my career,"33 At the end of my medical degree, I will be confident in using basic healthcare AI tools if required","34 At the end of my medical degree, I will have a better understanding of the methods used to assess healthcare AI algorithm performance","35 Overall, at the end of my medical degree, I feel I will possess the knowledge needed to work with AI in routine clinical practice",36 Would you consider using the following clinical workflow? Patients' clinical images undergo artificial intelligence analysis. A specialist subsequently reviews both the image and the artificial intelligence findings.,37 What potential applications for AI in radiology do you see? [Automated detection of pathologies in imaging exams],38 What potential applications for AI in radiology do you see? [Automated diagnosis in imaging exams],39 What potential applications for AI in radiology do you see? [Automated indication of appropriate imaging exams],40 I have received teaching/training in artificial intelligence,41 Was this teaching/training a compulsory part of your medical degree?,42 Please rate the usefulness of the teaching/training you have received
Male,Algeria,Governnmental,Urban,Intern (Emtyaz),3,3,2,2,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Strongly agree,Agree,Neutral,Strongly agree,Disagree,Oncology,3,4,2,2,2,Yes,Agree,Agree,Agree,No,,
Female,Egypt,Governnmental,Urban,Intern (Emtyaz),3,2,1,2,No,No,None of the above,I don't know,I don't know,TRUE,FALSE,Strongly agree,Agree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Strongly agree,Neutral,Disagree,Agree,Disagree,Surgery,4,4,1,1,1,Yes,Agree,Agree,Agree,No,,
Female,Egypt,Governnmental,Rural,6,2,1,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Neutral,Strongly agree,Neutral,Agree,Agree,Disagree,Diagnostic radiology,3,3,1,1,1,Yes,Neutral,Neutral,Neutral,No,,
Female,Sudan,Governnmental,Urban,3,5,5,5,5,Yes,Yes,None of the above,TRUE,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Diagnostic radiology,5,5,5,5,5,Yes,Agree,Agree,Agree,No,,
Male,Yemen,International,Urban,3,5,3,3,3,Yes,No,Clinical research involving artificial intelligence,I don't know,I don't know,I don't know,I don't know,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Surgery,5,5,5,5,5,Yes,Strongly agree,Strongly agree,Strongly agree,No,,
Female,Sudan,Governnmental,Rural,5,1,1,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Neutral,Disagree,Neutral,Agree,Agree,Disagree,Neutral,Agree,Agree,Strongly agree,Diagnostic radiology,4,4,2,2,1,Unsure,Neutral,Agree,Agree,No,,
Female,Egypt,Governnmental,Rural,6,4,1,1,1,No,No,None of the above,TRUE,I don't know,I don't know,I don't know,Agree,Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Diagnostic radiology,5,4,2,3,2,Unsure,Agree,Agree,Agree,No,,
Female,Egypt,Governnmental,Urban,Intern (Emtyaz),4,3,3,3,No,No,"Computer science projects involving artificial intelligence, Clinical research involving artificial intelligence",TRUE,TRUE,TRUE,I don't know,Agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Diagnostic radiology,4,4,5,5,5,Unsure,Agree,Agree,Neutral,No,,
Female,Syria,Governnmental,Urban,4,3,3,3,3,Yes,Yes,Clinical research involving artificial intelligence,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Diagnostic radiology,4,4,4,4,4,Yes,Neutral,Neutral,Neutral,No,,
Female,Sudan,Governnmental,Urban,1,3,2,3,2,No,Yes,Computer science projects involving artificial intelligence,TRUE,FALSE,TRUE,FALSE,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Disagree,Neutral,Agree,Strongly agree,Disagree,Disagree,Agree,Disagree,Oncology,4,4,4,4,4,Yes,Agree,Agree,Agree,No,,
Male,Egypt,Governnmental,Rural,Intern (Emtyaz),5,4,4,3,Yes,No,None of the above,TRUE,FALSE,FALSE,TRUE,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Agree,Neutral,Diagnostic radiology,4,4,3,4,3,Yes,Agree,Disagree,Disagree,No,,
Female,Algeria,Governnmental,Urban,6,3,1,1,1,No,No,None of the above,I don't know,I don't know,TRUE,TRUE,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Oncology,3,3,3,1,1,Yes,Agree,Agree,Neutral,No,,
Female,Sudan,Private,Urban,2,2,2,2,1,Yes,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Diagnostic radiology,5,5,1,1,2,Unsure,Neutral,Neutral,Neutral,No,,
Female,Algeria,Governnmental,Urban,4,3,3,3,2,No,Yes,None of the above,TRUE,TRUE,I don't know,I don't know,Strongly agree,Agree,Neutral,Disagree,Neutral,Disagree,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Oncology,5,4,4,4,3,Yes,Agree,Agree,Strongly agree,No,,
Male,Sudan,Governnmental,Urban,4,3,2,2,2,No,No,None of the above,TRUE,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Disagree,Diagnostic radiology,5,3,3,3,4,Unsure,Neutral,Neutral,Neutral,No,,
Female,Egypt,Governnmental,Rural,6,3,3,2,2,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Neutral,Disagree,Strongly disagree,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Surgery,4,5,4,3,3,Yes,Agree,Neutral,Agree,No,,
Female,Egypt,Governnmental,Rural,Intern (Emtyaz),3,2,2,2,Yes,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Neutral,Agree,Disagree,Agree,Agree,Agree,Agree,Surgery,5,4,2,2,3,Yes,Agree,Neutral,Disagree,No,,
Female,Sudan,Governnmental,Urban,4,4,1,1,2,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Neutral,Strongly agree,Agree,Strongly disagree,Strongly disagree,Strongly agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Disagree,Diagnostic radiology,5,5,5,5,5,Yes,Strongly agree,Agree,Strongly agree,No,,
Female,Algeria,Governnmental,Urban,6,3,3,3,3,No,No,None of the above,TRUE,FALSE,FALSE,TRUE,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Oncology,5,5,5,4,4,Unsure,Neutral,Neutral,Neutral,No,,
Female,Sudan,Governnmental,Urban,4,3,3,2,2,No,No,None of the above,TRUE,FALSE,TRUE,TRUE,Strongly agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Oncology,5,3,3,3,3,Yes,Agree,Neutral,Agree,No,,
Female,Sudan,Governnmental,Urban,3,2,2,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Neutral,Disagree,Disagree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Neutral,Neutral,Neutral,Diagnostic radiology,3,2,3,3,2,Unsure,Agree,Agree,Agree,No,,
Male,Sudan,Governnmental,Urban,2,2,1,1,1,No,Yes,None of the above,I don't know,TRUE,TRUE,I don't know,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Diagnostic radiology,3,4,3,3,3,Yes,Neutral,Neutral,Strongly agree,No,,
Female,Sudan,Governnmental,Urban,1,5,5,5,5,No,Yes,None of the above,I don't know,TRUE,TRUE,TRUE,Agree,Agree,Agree,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Dermatology,5,1,5,5,5,Unsure,Strongly agree,Strongly agree,Strongly agree,No,,
Female,Sudan,Governnmental,Urban,1,2,2,2,2,Yes,Yes,Courses on artificial intelligence / machine learning,TRUE,TRUE,TRUE,TRUE,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Surgery,1,3,2,2,5,Yes,Strongly agree,Strongly agree,Strongly agree,No,,
Female,Syria,Governnmental,Urban,4,3,1,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Agree,Agree,Agree,Disagree,Diagnostic radiology,1,1,1,1,1,Yes,Strongly agree,Strongly agree,Strongly agree,No,,
Female,Egypt,Governnmental,Urban,Intern (Emtyaz),1,3,2,2,No,No,None of the above,TRUE,FALSE,I don't know,I don't know,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Diagnostic radiology,4,4,4,4,4,Yes,Neutral,Neutral,Neutral,No,,
Female,Algeria,Governnmental,Urban,6,3,3,3,2,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Neutral,Disagree,Diagnostic radiology,5,5,2,1,2,Yes,Disagree,Disagree,Strongly agree,No,,
Female,Algeria,Governnmental,Urban,4,2,1,1,1,No,No,None of the above,I don't know,TRUE,TRUE,TRUE,Agree,Agree,Neutral,Disagree,Disagree,Agree,Neutral,Agree,Strongly agree,Agree,Strongly agree,Agree,Disagree,Diagnostic radiology,5,5,4,1,2,Yes,Agree,Disagree,Agree,No,,
Female,Sudan,Governnmental,Urban,4,3,1,1,2,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Agree,Strongly agree,Agree,Strongly disagree,Diagnostic radiology,5,5,5,3,5,Yes,Strongly agree,Neutral,Agree,No,,
Male,Algeria,Governnmental,Urban,3,4,1,1,1,Yes,No,None of the above,I don't know,TRUE,TRUE,I don't know,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Strongly agree,Strongly agree,Disagree,Diagnostic radiology,2,1,1,1,1,Unsure,Agree,Neutral,Agree,No,,
Female,Sudan,Governnmental,Rural,4,3,1,2,1,No,No,None of the above,TRUE,TRUE,TRUE,TRUE,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Surgery,1,1,1,1,1,Unsure,Strongly agree,Neutral,Neutral,No,,
Female,Algeria,Governnmental,Urban,Intern (Emtyaz),2,1,1,2,Yes,No,None of the above,I don't know,I don't know,I don't know,I don't know,Strongly agree,Strongly agree,Agree,Agree,Neutral,Neutral,Agree,Strongly agree,Agree,Agree,Agree,Agree,Neutral,Oncology,5,5,5,5,5,Yes,Strongly agree,Strongly agree,Strongly agree,No,,
Male,Algeria,Governnmental,Rural,6,3,2,2,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Disagree,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Oncology,5,1,1,1,1,No,Neutral,Neutral,Neutral,No,,
Female,Egypt,Governnmental,Urban,Intern (Emtyaz),3,2,2,2,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Neutral,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Diagnostic radiology,4,4,3,3,3,Yes,Agree,Agree,Agree,No,,
Female,Egypt,Governnmental,Rural,4,2,1,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Neutral,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Neutral,Surgery,5,5,1,1,1,Unsure,Agree,Disagree,Agree,No,,
Female,Egypt,Governnmental,Rural,Intern (Emtyaz),3,3,2,2,Yes,No,None of the above,I don't know,I don't know,TRUE,I don't know,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Neutral,Agree,Agree,Disagree,Diagnostic radiology,2,2,2,2,1,Unsure,Neutral,Neutral,Neutral,No,,
Female,Algeria,Governnmental,Urban,Intern (Emtyaz),4,1,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Strongly agree,Neutral,Neutral,Disagree,Strongly agree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Strongly agree,Surgery,3,3,2,1,1,Yes,Neutral,Disagree,Disagree,No,,
Male,Algeria,Governnmental,Urban,Intern (Emtyaz),5,5,5,5,Yes,Yes,Courses on artificial intelligence / machine learning,TRUE,TRUE,TRUE,TRUE,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Diagnostic radiology,5,5,5,5,5,Yes,Neutral,Strongly agree,Strongly agree,Yes,Yes,5
Female,Egypt,Governnmental,Rural,3,2,1,1,1,No,No,Courses on artificial intelligence / machine learning,TRUE,I don't know,TRUE,TRUE,Neutral,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly disagree,Agree,Agree,Diagnostic radiology,2,2,2,2,2,Yes,Agree,Neutral,Neutral,No,,
Female,Egypt,Governnmental,Urban,3,2,4,3,2,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Neutral,Strongly agree,Neutral,Agree,Agree,Neutral,Oncology,2,2,3,2,3,Unsure,Neutral,Neutral,Neutral,No,,
Female,Egypt,Governnmental,Urban,3,3,1,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Diagnostic radiology,5,5,5,5,5,Unsure,Neutral,Neutral,Neutral,No,,
Female,Egypt,Governnmental,Rural,Intern (Emtyaz),3,4,4,3,No,Yes,Courses on artificial intelligence / machine learning,TRUE,TRUE,TRUE,TRUE,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Neutral,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Diagnostic radiology,5,5,5,5,5,Yes,Strongly agree,Strongly agree,Strongly agree,No,,
Male,Algeria,Governnmental,Urban,6,1,1,1,2,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Strongly disagree,Disagree,Agree,Neutral,Neutral,Strongly agree,Agree,Neutral,Agree,Agree,Oncology,5,5,4,4,4,Yes,Agree,Agree,Strongly disagree,No,,
Male,Algeria,Governnmental,Urban,6,3,2,2,1,No,No,None of the above,I don't know,I don't know,TRUE,I don't know,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Neutral,Strongly agree,Agree,Disagree,Diagnostic radiology,3,5,4,5,5,Yes,Strongly agree,Neutral,Neutral,No,,
Female,Algeria,Governnmental,Urban,3,3,1,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Surgery,5,3,2,1,1,Unsure,Neutral,Neutral,Neutral,No,,
Female,Algeria,Governnmental,Urban,2,3,2,1,1,No,No,None of the above,FALSE,TRUE,TRUE,I don't know,Strongly agree,Strongly agree,Neutral,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Diagnostic radiology,5,5,5,5,3,Yes,Agree,Neutral,Neutral,No,,
Female,Sudan,Governnmental,Rural,2,3,2,1,1,No,No,None of the above,TRUE,FALSE,TRUE,I don't know,Strongly agree,Strongly agree,Neutral,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Neutral,Internal medicine,5,5,5,5,5,Yes,Strongly agree,Strongly agree,Strongly agree,No,,
Female,Sudan,Governnmental,Rural,5,4,1,1,3,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Strongly agree,Strongly agree,Neutral,Strongly disagree,Strongly disagree,Strongly agree,Neutral,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Diagnostic radiology,4,4,5,5,5,Yes,Strongly agree,Neutral,Agree,No,,
Female,Algeria,Governnmental,Urban,3,3,3,2,2,No,No,None of the above,I don't know,TRUE,TRUE,TRUE,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Surgery,3,4,4,5,4,Yes,Strongly agree,Neutral,Neutral,No,,
Female,Algeria,Governnmental,Urban,5,5,4,3,3,Yes,Yes,Courses on artificial intelligence / machine learning,TRUE,TRUE,TRUE,TRUE,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Neutral,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly agree,Diagnostic radiology,5,5,5,5,5,Yes,Strongly agree,Strongly agree,Strongly agree,Yes,No,5
Female,Algeria,Governnmental,Urban,Intern (Emtyaz),1,2,3,3,No,No,None of the above,I don't know,I don't know,FALSE,TRUE,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Strongly agree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Agree,Surgery,5,4,4,4,4,Yes,Strongly agree,Neutral,Neutral,No,,
Female,Egypt,Governnmental,Urban,Intern (Emtyaz),4,2,2,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Strongly agree,Disagree,Agree,Agree,Disagree,Diagnostic radiology,5,3,2,2,2,Yes,Strongly agree,Neutral,Agree,No,,
Female,Egypt,Governnmental,Rural,6,1,1,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Disagree,Diagnostic radiology,5,5,5,5,5,Yes,Agree,Agree,Agree,No,,
Female,Iraq,Governnmental,Rural,1,3,2,3,3,No,No,None of the above,I don't know,I don't know,TRUE,TRUE,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Neutral,Strongly agree,Neutral,Neutral,Agree,Disagree,Oncology,4,4,4,4,4,Yes,Agree,Neutral,Neutral,No,,
Female,Algeria,Governnmental,Urban,Intern (Emtyaz),3,3,2,2,Yes,No,Courses on artificial intelligence / machine learning,TRUE,FALSE,TRUE,TRUE,Strongly agree,Strongly agree,Neutral,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Agree,Diagnostic radiology,4,5,4,5,5,Yes,Agree,Disagree,Agree,No,,
Female,Algeria,Governnmental,Urban,2,4,3,3,3,No,Yes,Computer science projects involving artificial intelligence,FALSE,FALSE,FALSE,FALSE,Agree,Agree,Neutral,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Agree,Agree,Neutral,Diagnostic radiology,5,5,4,3,3,Yes,Agree,Agree,Agree,Yes,Yes,3
Male,Algeria,Governnmental,Urban,Intern (Emtyaz),3,4,3,3,Yes,Yes,None of the above,I don't know,FALSE,TRUE,I don't know,Strongly agree,Agree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Diagnostic radiology,5,5,5,4,4,Yes,Agree,Agree,Agree,No,,
Female,Sudan,Governnmental,Urban,4,4,1,1,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Strongly agree,Neutral,Agree,Disagree,Neutral,Neutral,Disagree,Disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neutral,Surgery,5,5,3,3,3,No,Neutral,Neutral,Agree,No,,
Female,Algeria,Governnmental,Urban,Intern (Emtyaz),3,2,2,2,No,No,None of the above,I don't know,FALSE,TRUE,I don't know,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Strongly agree,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Diagnostic radiology,2,3,3,3,2,Yes,Strongly agree,Strongly agree,Agree,No,,
Male,Algeria,Governnmental,Urban,Intern (Emtyaz),2,2,2,2,Yes,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Strongly agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Agree,Agree,Disagree,Diagnostic radiology,5,5,2,2,2,Unsure,Agree,Agree,Agree,No,,
Male,Algeria,Governnmental,Urban,Intern (Emtyaz),3,4,2,2,No,No,Clinical research involving artificial intelligence,I don't know,FALSE,FALSE,TRUE,Agree,Agree,Disagree,Disagree,Agree,Agree,Neutral,Neutral,Strongly agree,Disagree,Agree,Agree,Neutral,Oncology,5,4,4,4,4,Yes,Agree,Neutral,Disagree,No,,
Male,Algeria,Governnmental,Urban,Intern (Emtyaz),5,4,3,3,Yes,Yes,"Courses on artificial intelligence / machine learning, Computer science projects involving artificial intelligence, Clinical research involving artificial intelligence",I don't know,FALSE,TRUE,TRUE,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Diagnostic radiology,5,5,5,5,5,Unsure,Neutral,Neutral,Neutral,No,,
Female,Algeria,Governnmental,Urban,Intern (Emtyaz),4,4,4,3,Yes,No,Clinical research involving artificial intelligence,I don't know,I don't know,I don't know,TRUE,Agree,Agree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Oncology,3,3,4,3,2,Unsure,Agree,Neutral,Neutral,No,,
Male,Algeria,Governnmental,Urban,Intern (Emtyaz),5,5,3,4,Yes,Yes,"Courses on artificial intelligence / machine learning, Computer science projects involving artificial intelligence",I don't know,FALSE,TRUE,TRUE,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Neutral,Diagnostic radiology,5,5,5,5,5,Yes,Neutral,Neutral,Neutral,No,,
Male,Jordan,Governnmental,Urban,5,4,3,3,3,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Strongly agree,Strongly agree,Neutral,Neutral,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Neutral,Strongly agree,Strongly agree,Neutral,Oncology,4,4,2,2,2,Unsure,Neutral,Neutral,Neutral,No,,
Female,Jordan,Governnmental,Urban,6,4,3,3,4,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Oncology,4,4,3,3,3,Unsure,Strongly agree,Strongly agree,Strongly agree,No,,
Male,Algeria,Governnmental,Urban,Intern (Emtyaz),3,2,4,3,Yes,No,None of the above,I don't know,I don't know,TRUE,I don't know,Neutral,Agree,Disagree,Strongly disagree,Strongly disagree,Neutral,Agree,Neutral,Agree,Agree,Agree,Agree,Disagree,Diagnostic radiology,5,4,3,3,3,Yes,Agree,Agree,Neutral,No,,
Male,Algeria,Governnmental,Urban,Intern (Emtyaz),5,5,5,5,Yes,Yes,Clinical research involving artificial intelligence,TRUE,FALSE,TRUE,TRUE,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Diagnostic radiology,5,5,5,5,5,Yes,Agree,Agree,Agree,No,,
Female,Sudan,Governnmental,Urban,1,2,2,2,2,Yes,No,None of the above,I don't know,I don't know,I don't know,I don't know,Agree,Agree,Agree,Agree,Agree,Disagree,Agree,Agree,Strongly agree,Agree,Agree,Neutral,Agree,Surgery,3,2,4,4,4,Unsure,Agree,Agree,Agree,No,,
Female,Sudan,Governnmental,Urban,2,4,3,2,1,No,No,None of the above,I don't know,I don't know,I don't know,I don't know,Strongly agree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Neutral,Agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Surgery,5,5,4,1,3,No,Agree,Disagree,Neutral,No,,
