"","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams."
"648","N","N","N","D/SD","Yes","No","TRUE","TRUE","TRUE","TRUE","A/SA","A/SA","A/SA","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","D/SD","N"
"649","A/SA","D/SD","D/SD","D/SD","Yes","No","I don't know","TRUE","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","N","N","N","N","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","D/SD"
"650","A/SA","N","N","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","N","A/SA","N","D/SD","Unsure","A/SA","A/SA","A/SA"
"651","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","N","N","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","N","A/SA"
"652","A/SA","N","N","N","No","No","TRUE","FALSE","TRUE","TRUE","A/SA","A/SA","N","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","A/SA","I don't know","N","D/SD","N","N","A/SA","Yes","A/SA","A/SA","A/SA"
"653","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","N","D/SD","D/SD","D/SD","D/SD","N","N","A/SA","D/SD","N","A/SA","D/SD","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","Unsure","N","N","D/SD"
"654","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"655","D/SD","D/SD","N","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","A/SA","D/SD","D/SD","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"656","N","N","D/SD","D/SD","No","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","N","N","D/SD","D/SD","A/SA","N","A/SA","N","A/SA","N","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","N"
"657","D/SD","D/SD","D/SD","D/SD","No","No","TRUE","I don't know","TRUE","FALSE","A/SA","A/SA","N","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"658","A/SA","D/SD","A/SA","N","Yes","Yes","TRUE","TRUE","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","A/SA","N","A/SA","A/SA","I don't know","N","N","D/SD","D/SD","N","No","A/SA","A/SA","A/SA"
"659","N","D/SD","D/SD","D/SD","Yes","Yes","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","N"
"660","N","N","D/SD","D/SD","No","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","N","N","No","A/SA","N","A/SA"
"661","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","N","D/SD","A/SA","N","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","Unsure","D/SD","D/SD","N"
"662","N","N","N","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","D/SD","N","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","N","A/SA"
"663","N","D/SD","D/SD","D/SD","No","No","I don't know","FALSE","I don't know","TRUE","A/SA","N","D/SD","D/SD","D/SD","N","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","N","I don't know","N","D/SD","N","N","D/SD","Unsure","A/SA","A/SA","A/SA"
"664","N","N","D/SD","D/SD","No","No","TRUE","FALSE","FALSE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","N","N","N","N","N","N","N","N","I don't know","N","N","A/SA","N","N","Yes","A/SA","A/SA","A/SA"
"665","N","A/SA","N","N","Yes","Yes","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","N","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","A/SA","D/SD","N"
"666","A/SA","N","N","N","Yes","No","TRUE","TRUE","TRUE","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"667","N","N","D/SD","D/SD","No","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","A/SA","N","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","N","A/SA","A/SA","D/SD","D/SD","Unsure","A/SA","A/SA","A/SA"
"668","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","N","N","D/SD","D/SD","N","N","D/SD","A/SA","N","A/SA","A/SA","D/SD","I don't know","N","N","D/SD","D/SD","D/SD","Yes","N","A/SA","N"
"669","N","N","N","A/SA","Yes","Yes","TRUE","TRUE","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"670","D/SD","N","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","N","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","N","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","D/SD","N"
"671","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","A/SA","Yes","A/SA","N","D/SD"
"672","D/SD","D/SD","D/SD","N","Yes","Yes","TRUE","TRUE","TRUE","TRUE","A/SA","A/SA","A/SA","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","No","A/SA","A/SA","A/SA"
"673","N","A/SA","D/SD","D/SD","No","No","I don't know","FALSE","TRUE","I don't know","A/SA","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","N","A/SA","N","N","D/SD","N","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Unsure","A/SA","D/SD","N"
"674","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","N","N","N","D/SD","I don't know","N","N","N","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"675","A/SA","N","N","N","No","No","TRUE","FALSE","TRUE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","No","A/SA","N","D/SD"
"676","N","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"677","N","D/SD","D/SD","D/SD","Yes","No","TRUE","FALSE","TRUE","I don't know","A/SA","D/SD","D/SD","D/SD","D/SD","N","A/SA","N","A/SA","D/SD","A/SA","A/SA","N","I don't know","A/SA","A/SA","A/SA","N","N","No","A/SA","D/SD","A/SA"
"678","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","N","N","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","D/SD","A/SA"
"679","A/SA","A/SA","A/SA","A/SA","Yes","No","I don't know","FALSE","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","D/SD","A/SA"
"680","N","D/SD","D/SD","D/SD","No","No","I don't know","TRUE","TRUE","FALSE","N","A/SA","N","D/SD","A/SA","N","D/SD","A/SA","D/SD","N","N","N","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","D/SD","A/SA"
"681","N","A/SA","A/SA","N","Yes","No","TRUE","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","N","N","D/SD","Yes","A/SA","A/SA","A/SA"
"682","D/SD","D/SD","D/SD","N","Yes","Yes","I don't know","TRUE","TRUE","TRUE","N","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","N","A/SA","N","A/SA","N","D/SD","I don't know","N","N","D/SD","D/SD","D/SD","No","N","N","A/SA"
"683","A/SA","N","N","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","N","Yes","A/SA","A/SA","A/SA"
"684","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","N","A/SA","D/SD","N","N","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","N","A/SA","A/SA"
"685","A/SA","A/SA","A/SA","A/SA","Yes","No","TRUE","TRUE","TRUE","TRUE","A/SA","A/SA","A/SA","D/SD","D/SD","N","A/SA","A/SA","A/SA","A/SA","N","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"686","D/SD","D/SD","D/SD","D/SD","No","No","TRUE","I don't know","TRUE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","D/SD","A/SA","D/SD"
"687","D/SD","D/SD","N","N","Yes","No","I don't know","I don't know","TRUE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","N","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","N","N","D/SD","Yes","D/SD","D/SD","N"
"688","A/SA","A/SA","A/SA","A/SA","No","No","I don't know","FALSE","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"689","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","Unsure","A/SA","A/SA","A/SA"
"690","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","A/SA","D/SD","D/SD","A/SA","A/SA","D/SD","D/SD","N","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","No","D/SD","D/SD","D/SD"
"691","A/SA","A/SA","A/SA","N","No","No","I don't know","TRUE","FALSE","FALSE","A/SA","A/SA","N","N","N","A/SA","A/SA","A/SA","D/SD","D/SD","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","N","Yes","D/SD","D/SD","A/SA"
"692","D/SD","N","N","A/SA","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"693","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","D/SD","D/SD","A/SA","A/SA","A/SA","N","D/SD","A/SA","N","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"694","N","N","D/SD","D/SD","No","Yes","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","N","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","D/SD","A/SA","No","A/SA","A/SA","A/SA"
"695","A/SA","D/SD","D/SD","A/SA","Yes","Yes","TRUE","TRUE","I don't know","FALSE","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","N","A/SA","A/SA","A/SA","N","Yes","N","N","N"
"696","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","N","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"697","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","D/SD","N","N","A/SA","N","N","N","N","I don't know","N","N","N","D/SD","D/SD","Yes","A/SA","D/SD","A/SA"
"698","A/SA","D/SD","D/SD","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","N","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","N","D/SD","D/SD","N","D/SD","Yes","A/SA","A/SA","A/SA"
"699","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","N","D/SD","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","N","N","Yes","A/SA","A/SA","A/SA"
"700","N","N","D/SD","D/SD","Yes","No","I don't know","I don't know","TRUE","I don't know","A/SA","A/SA","N","N","D/SD","N","A/SA","A/SA","A/SA","N","A/SA","A/SA","A/SA","I don't know","N","A/SA","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","N"
"701","A/SA","N","D/SD","A/SA","Yes","Yes","TRUE","TRUE","TRUE","TRUE","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","N","N","N","N","N","Yes","A/SA","A/SA","A/SA"
"702","D/SD","N","N","N","Yes","No","TRUE","FALSE","TRUE","TRUE","A/SA","D/SD","A/SA","N","N","A/SA","D/SD","N","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","D/SD","N","N","A/SA","N","No","A/SA","A/SA","A/SA"
"703","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"704","D/SD","D/SD","D/SD","N","No","No","TRUE","I don't know","I don't know","TRUE","A/SA","A/SA","N","D/SD","D/SD","N","N","N","A/SA","N","N","N","A/SA","I don't know","N","A/SA","A/SA","N","N","Yes","N","A/SA","N"
"705","A/SA","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","N","N","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","N","A/SA","A/SA"
"706","N","N","N","N","No","No","I don't know","FALSE","TRUE","I don't know","N","A/SA","D/SD","D/SD","D/SD","N","N","N","D/SD","D/SD","D/SD","A/SA","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Unsure","N","N","N"
"707","N","N","N","N","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","N","A/SA","D/SD","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"708","A/SA","N","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","N","A/SA","A/SA","A/SA","D/SD","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","Unsure","N","N","N"
"709","D/SD","N","D/SD","N","No","No","I don't know","FALSE","FALSE","FALSE","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","I don't know","A/SA","N","A/SA","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"710","N","N","D/SD","N","Yes","No","I don't know","I don't know","TRUE","FALSE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","N","A/SA","A/SA","A/SA","A/SA","A/SA","I don't know","N","N","A/SA","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"711","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","N","N","A/SA","A/SA","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","D/SD","D/SD","N","Yes","N","N","A/SA"
"712","D/SD","D/SD","D/SD","D/SD","Yes","No","I don't know","FALSE","TRUE","I don't know","N","A/SA","D/SD","D/SD","D/SD","N","N","A/SA","A/SA","D/SD","A/SA","A/SA","N","I don't know","A/SA","A/SA","D/SD","D/SD","N","Unsure","D/SD","N","A/SA"
"713","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","D/SD","A/SA","D/SD","N","N","N","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","N","N"
"714","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","N","N","N","D/SD","D/SD","A/SA","D/SD","D/SD","A/SA","N","N","N","N","I don't know","N","N","N","N","N","Unsure","N","N","N"
"715","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","A/SA","N","A/SA","A/SA","A/SA","A/SA","A/SA","N","I don't know","N","N","A/SA","N","D/SD","Yes","A/SA","A/SA","N"
"716","N","N","N","N","No","No","TRUE","FALSE","TRUE","TRUE","A/SA","A/SA","N","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","N","N","N","D/SD","I don't know","A/SA","A/SA","N","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"717","A/SA","A/SA","N","A/SA","Yes","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","N","D/SD","N","No","A/SA","D/SD","D/SD"
"718","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","TRUE","TRUE","TRUE","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","N","N","D/SD","D/SD","N","Unsure","A/SA","A/SA","A/SA"
"719","N","N","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","D/SD","A/SA","A/SA","A/SA","D/SD","I don't know","N","A/SA","D/SD","D/SD","D/SD","Yes","N","A/SA","A/SA"
"720","A/SA","N","N","A/SA","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","D/SD"
"721","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","TRUE","I don't know","N","N","D/SD","D/SD","D/SD","N","N","N","N","A/SA","A/SA","A/SA","N","I don't know","D/SD","N","D/SD","N","D/SD","Unsure","A/SA","A/SA","A/SA"
"722","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","N","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","A/SA","A/SA","N","I don't know","N","N","D/SD","D/SD","D/SD","Yes","A/SA","A/SA","A/SA"
"723","A/SA","D/SD","A/SA","D/SD","Yes","Yes","TRUE","FALSE","TRUE","TRUE","A/SA","A/SA","A/SA","N","N","A/SA","A/SA","A/SA","N","A/SA","A/SA","A/SA","A/SA","I don't know","A/SA","A/SA","A/SA","A/SA","A/SA","Yes","A/SA","A/SA","A/SA"
"724","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","N","A/SA","A/SA","A/SA","N","A/SA","A/SA","N","I don't know","A/SA","A/SA","N","N","N","Unsure","A/SA","A/SA","A/SA"
"725","D/SD","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","I don't know","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","D/SD","A/SA","A/SA","D/SD","D/SD","A/SA","D/SD","I don't know","A/SA","A/SA","D/SD","D/SD","D/SD","No","D/SD","D/SD","D/SD"
"726","N","D/SD","D/SD","D/SD","No","No","I don't know","I don't know","TRUE","TRUE","A/SA","A/SA","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","A/SA","N","A/SA","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","N","Unsure","A/SA","D/SD","D/SD"
"727","N","N","A/SA","A/SA","Yes","No","TRUE","FALSE","TRUE","FALSE","N","A/SA","D/SD","D/SD","D/SD","D/SD","A/SA","A/SA","A/SA","D/SD","N","A/SA","D/SD","I don't know","A/SA","A/SA","A/SA","A/SA","N","Yes","A/SA","A/SA","N"
