"","gender","university","living_zone","grade_merged","knowledge_merged","tech_merged","ai_training"
"1464","Male","Private","Urban","Clinical Years","high/moderate","A/SA","Yes"
"1465","Male","International","Urban","Clinical Years","high/moderate","A/SA","Yes"
"1466","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1467","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"1468","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"1469","Female","Private","Urban","Clinical Years","low","N","No"
"1470","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1471","Male","Private","Urban","Clinical Years","low","N","No"
"1472","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"1473","Female","Governnmental","Rural","Clinical Years","low","N","Yes"
"1474","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1475","Male","Private","Urban","Academic years","low","D/SD","No"
"1476","Male","Private","Urban","Clinical Years","high/moderate","A/SA","Yes"
"1477","Male","Private","Urban","Clinical Years","low","N","Yes"
"1478","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1479","Male","Governnmental","Urban","Academic years","high/moderate","N","No"
"1480","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1481","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"1482","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"1483","Male","Governnmental","Urban","Academic years","high/moderate","A/SA","Yes"
"1484","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1485","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1486","Female","Governnmental","Urban","Academic years","low","N","Yes"
"1487","Female","Governnmental","Urban","Academic years","low","N","No"
"1488","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"1489","Male","Governnmental","Urban","Clinical Years","low","N","No"
"1490","Male","International","Urban","Academic years","low","D/SD","Yes"
"1491","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"1492","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"1493","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1494","Male","Governnmental","Rural","Academic years","low","A/SA","No"
"1495","Male","Governnmental","Urban","Clinical Years","low","A/SA","Yes"
"1496","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"1497","Male","Governnmental","Urban","Clinical Years","low","N","No"
"1498","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1499","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"1500","Male","Governnmental","Urban","Clinical Years","low","N","No"
"1501","Female","Governnmental","Rural","Clinical Years","low","N","No"
"1502","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1503","Male","Governnmental","Urban","Clinical Years","low","N","No"
"1504","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1505","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"1506","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1507","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1508","Male","Governnmental","Urban","Academic years","low","N","No"
"1509","Male","Governnmental","Rural","Academic years","low","A/SA","No"
"1510","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"1511","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1512","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1513","Male","Governnmental","Rural","Academic years","low","A/SA","No"
"1514","Female","Governnmental","Rural","Academic years","low","N","No"
"1515","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"1516","Female","Governnmental","Urban","Academic years","low","N","No"
"1517","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1518","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1519","Female","Governnmental","Rural","Academic years","low","N","No"
"1520","Female","Governnmental","Urban","Academic years","high/moderate","D/SD","Yes"
"1521","Female","Governnmental","Urban","Academic years","low","N","No"
"1522","Female","Governnmental","Urban","Academic years","low","N","No"
"1523","Female","Governnmental","Urban","Academic years","low","A/SA","Yes"
"1524","Female","Governnmental","Urban","Academic years","low","N","No"
"1525","Male","Governnmental","Urban","Clinical Years","low","N","Yes"
"1526","Female","Governnmental","Urban","Academic years","low","N","No"
"1527","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1528","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1529","Male","Governnmental","Urban","Clinical Years","high/moderate","N","Yes"
"1530","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1531","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1532","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1533","Male","Governnmental","Urban","Academic years","low","A/SA","No"
"1534","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1535","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1536","Male","Governnmental","Urban","Clinical Years","low","N","No"
"1537","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1538","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1539","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1540","Male","Governnmental","Urban","Clinical Years","high/moderate","A/SA","No"
"1541","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"1542","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1543","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1544","Female","Governnmental","Urban","Academic years","low","N","No"
"1545","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1546","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1547","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1548","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"1549","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1550","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1551","Female","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"1552","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1553","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1554","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"1555","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1556","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1557","Male","Governnmental","Urban","Clinical Years","low","N","No"
"1558","Female","Private","Rural","Academic years","low","N","No"
"1559","Male","Governnmental","Urban","Academic years","high/moderate","A/SA","Yes"
"1560","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1561","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1562","Male","Governnmental","Urban","Academic years","low","N","No"
"1563","Male","Governnmental","Urban","Clinical Years","low","N","No"
"1564","Female","Private","Rural","Academic years","low","N","No"
"1565","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1566","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1567","Female","Governnmental","Rural","Clinical Years","low","N","No"
"1568","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1569","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1570","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1571","Female","Governnmental","Urban","Academic years","low","N","No"
"1572","Male","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1573","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1574","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1575","Female","Governnmental","Urban","Academic years","low","N","No"
"1576","Female","Governnmental","Urban","Academic years","low","N","No"
"1577","Male","Governnmental","Rural","Academic years","low","D/SD","No"
"1578","Male","Governnmental","Rural","Academic years","low","A/SA","No"
"1579","Female","Governnmental","Rural","Academic years","low","D/SD","No"
"1580","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1581","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1582","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1583","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1584","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1585","Male","Governnmental","Rural","Academic years","low","A/SA","No"
"1586","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1587","Female","Private","Urban","Academic years","high/moderate","A/SA","No"
"1588","Male","Governnmental","Rural","Clinical Years","low","N","No"
"1589","Male","Private","Urban","Academic years","low","N","No"
"1590","Female","Governnmental","Rural","Clinical Years","low","D/SD","No"
"1591","Female","Governnmental","Urban","Academic years","low","N","No"
"1592","Male","Governnmental","Rural","Academic years","low","N","No"
"1593","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1594","Female","Governnmental","Rural","Clinical Years","low","N","No"
"1595","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1596","Female","Governnmental","Urban","Academic years","low","N","No"
"1597","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1598","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"1599","Female","Private","Rural","Academic years","low","D/SD","No"
"1600","Female","Governnmental","Urban","Academic years","low","N","No"
"1601","Male","Private","Urban","Academic years","low","N","No"
"1602","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1603","Female","Governnmental","Urban","Academic years","low","N","No"
"1604","Female","Governnmental","Rural","Academic years","low","A/SA","No"
"1605","Male","Governnmental","Urban","Clinical Years","low","N","No"
"1606","Male","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1607","Male","Governnmental","Urban","Academic years","high/moderate","A/SA","No"
"1608","Female","Governnmental","Urban","Academic years","low","N","Yes"
"1609","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1610","Male","Governnmental","Rural","Academic years","low","N","No"
"1611","Female","Private","Urban","Clinical Years","high/moderate","A/SA","Yes"
"1612","Female","Governnmental","Urban","Academic years","low","D/SD","No"
"1613","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1614","Female","Private","Urban","Clinical Years","low","D/SD","No"
"1615","Female","Private","Urban","Clinical Years","low","N","No"
"1616","Female","Governnmental","Urban","Academic years","low","A/SA","No"
"1617","Male","Private","Rural","Clinical Years","low","A/SA","No"
"1618","Female","Private","Urban","Academic years","low","N","No"
"1619","Female","Governnmental","Urban","Academic years","low","N","No"
"1620","Male","Governnmental","Urban","Clinical Years","low","N","Yes"
"1621","Male","Private","Urban","Clinical Years","low","N","No"
"1622","Female","Governnmental","Rural","Clinical Years","low","A/SA","No"
"1623","Female","Private","Urban","Clinical Years","low","N","No"
"1624","Male","Private","Urban","Clinical Years","low","D/SD","No"
"1625","Female","Private","Urban","Clinical Years","low","N","No"
"1626","Female","Private","Urban","Clinical Years","low","D/SD","No"
"1627","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1628","Female","Governnmental","Urban","Clinical Years","low","A/SA","No"
"1629","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1630","Male","Private","Urban","Clinical Years","low","N","No"
"1631","Male","Governnmental","Urban","Academic years","low","D/SD","No"
"1632","Female","Governnmental","Urban","Clinical Years","low","N","No"
"1633","Female","Governnmental","Urban","Academic years","low","N","Yes"
"1634","Male","Governnmental","Urban","Clinical Years","low","N","No"
"1635","Female","Private","Urban","Clinical Years","low","A/SA","No"
"1636","Male","Governnmental","Rural","Clinical Years","low","N","No"
"1637","Female","Governnmental","Urban","Clinical Years","low","D/SD","No"
"1638","Male","Private","Urban","Clinical Years","low","N","No"
"1639","Female","Governnmental","Urban","Academic years","low","N","No"
"1640","Female","Governnmental","Urban","Academic years","low","D/SD","No"
